Rarity Folder,Filename,Collector Number,Card Display Name,Card Level,Card HP,Card Element,Attack 1 Type,Attack 1 Name,Attack 1 Element Cost,Attack 1 Damage,Attack 1 Description,Attack 1 Extended Lore,Attack 2 Type,Attack 2 Name,Attack 2 Element Cost,Attack 2 Damage,Attack 2 Description,Attack 2 Extended Lore,Item Description,Item Extended Lore,Artist Credit,Writer Credit,Card Image Alt Text Description
UltraRare,UltraRare_BRWLVS_TempusApocalypse.jpg,123,Tempus Apocalypse (AMax),Knight,400,Horror,Attack,"I’m not bit, trust me!","Game 1, Horror 2",800,"While your opponent was out looking for resources, you studied the axe. Use your knowledge to win with a single hit.<br><br>This card can be used only when the DMG points are superior to your opponent’s HP.",,Effect,"You’re on your own, brother!","Game 1, Friendship 1",,"Adhering to the ""great"" alchemist's words, all enemy cards defeated or discarded will add their DMG points to this card.","In these unprecedented times, it's kill or get killed. Adhering to the ""great"" alchemist's words, all enemy cards defeated or discarded will be used to increase your damage. Simply add their DMG points to this card.",,,BRWLVS,kkinos,"Altare looking determined in combat gear blood splattered on his face, behind him Axel stands holding an axe. The two are surrounded by zombies."
Common,Common_Ghost_BirthdayWishes.jpg,124,Birthday Wishes,Initiate,300,Music,Attack,Happy Birthday to You,UwU 2,200,"If Altare is your oshi, there's nothing like getting a special song for your special day. Let his song guide you to victory! Deal 200 damage to the highest-HP card in your opponent's spread while singing ""Happy Birthday"" in your language of choice.",,Effect,Best Wishes,Music 2,,"Altare is sending best wishes, and here's a little gift too! Take a peek at four random cards in your opponent's hand.",,,,Ghost,Orion Valiant,"Chibi Altare stands smiling. Around him are music notes and ""Happy Birthday to you~"" in English and Korean."
Common,Common_Cabbage_CelloDuetCall.jpg,125,Cello Duet - Call,Initiate,150,Music,Hidden Ability,Calling for a Response,,,"If “Cello Duet - Response” is on the field, double the HP of both this card and “Cello Duet - Call.”","This ability invokes the first voice of a duet, a single lone voice apprehensively starting a dialogue, unsure if anyone will ever answer-<br><br>(Continued in Cello Duet - Response)",Effect,First Notes,Music 1,,"Search your deck for another card with “cello” in it’s name or art, add it to your hand.","The beginning notes of a song, full of hope and promise for great things to come. Alone these notes can do nothing, and so they inspire more notes to join them, creating wonderful melodies.",,,Cabbage,AvaAasimar,"Chibi Altare sits in a white tailed suit playing his cello, his bow has a little star charm on it. Behind him there is a flowing string of music notes."
Common,Common_Callisto_CelloDuetResponse.jpg,126,Cello Duet - Response,Initiate,200,Music,Hidden Ability,Response to the Call,,,"If “Cello Duet - Call” is on the field, double the damage dealt by both this card and “Cello Duet - Call.”","- and an answer it gets. With this ability, invoking the second voice of a duet, completing and reassuring it’s first half, saying “I am here, you are not alone”, and making both stronger for it.<br><br>(Continued from Cello Duet - Call)",Attack,Grand Finale,Music 3,300,Discard one Music element attached to this card.,"The culmination of all the previous notes and melodies, this is a blast made from all the previous emotions and experiences tied to a song. The energies felt from all highs and lows, mood set by all the slow and mellow sequences as well as the fast paced and intense ones all come together in a single moment of pure power.",,,Callisto (@CallistoA1610) ,AvaAasimar,A chibi Altare struggles to hold a cello far bigger than him. He is sweating as he tries with all his might.
Common,Common_LampuKuroro_TootToot.jpg,127,Toot Toot!,Initiate,200,Music,Effect,Element of Surprise,Music 2,,"With a sudden toot of your kazoo, startle your opponent into dropping everything they’re holding. Forces your opponent to show you all cards in their hand.","A sudden toot of your kazoo directly into someone’s ear will surely startle them into dropping what they’re holding. This will likely anger them as well, so be sure to retreat as soon as you finish attempting this or risk retaliation.",Attack,Rupture,Music 1,150,Destroy your opponent’s eardrums with a drawn-out note on your kazoo. Deals 150 rupture damage.,"Sometimes you find yourself using your abnormally high lung capacity to your advantage in the most uncouth manner, including this exact moment. The adrenaline you feel as they turn to wring your neck makes it all worth it.",,,Lampu Kuroro,Phe,"Chibi Altare playing a blue iridescent kazoo, its cute buzzing noise emerging from the end. Chibi Altare is surrounded by several colorful rectangles emphasizing the cute background of chibi Altare."
Common,Common_Valmeichi_TrumpetConcert.jpg,128,Trumpet Concert!,Initiate,200,Music,Attack,Cacophonous Noise,Music 1,050,"Altare blows his trumpet to play a note that's so loud, it damages enemies. Protect those ears!",*Blaring trumpet noises intensify*,,,,,,,,,Valmeichi,Kardboard,"A chibi Altare is spotlit as the sole performer on a stage, playing his trumpet to a crowd of Cultare slime waving lightsticks."
Uncommon,Uncommon_CLYKNIGHT_AltaresAria.jpg,129,Altare's Aria,Knight,500,Music,Attack,Isekai Voice,Music 2,150,"Although Altare is well-known throughout Elysium for his gunblade prowess, his sultry, melodic voice also serves as an excellent vessel for musical incantations. Upon reading one of the Guild’s secret spells, deal 150 damage to a single target.","A glint from the varnished cello in the corner catches Altare’s eye, almost taunting. “What are you looking at, stupid cello,” Altare mutters under his breath, his distorted reflection staring back at him. <br><br>Altare leans back in his chair, closing his eyes. The sounds of furious string accompaniments evokes past memories of his time as a precocious opera student. What could have been, Altare mused, if he hadn’t signed up to be part of the Tempus Guild.",Effect,Echoing Cadenza,Music 1,,Repeat the last effect played (twice if the last effect was a “Music” card).,Altare’s wistful voice serves as an emotional finisher at the end of various musical numbers. It’s a shame that some of the improvised lyrics include predictable puns. ,,,CLYKNIGHT,whalerounded,"A smiling Altare wears a half mask, reminiscent of a character from a musical about a masked musical genius, and a half-open white shirt with one hand outstretched as he gazes off to the side. Around him are blooming roses and the fluttering of wings."
Uncommon,Uncommon_koudoodlez_AltareLullaby.jpg,130,Altare's Lullaby,Initiate,100,Music,Attack,Fill My Heart With Song,"Music 1, UwU 1",040,Sing a lullaby to send your opponent to a comfy dreamland. Select a Talent that you do not control. That Talent is considered Asleep and cannot act. The owner of that Talent must flip a coin and land on tails to regain control of that Talent.,"Sometimes when he wanders the Elysian streets at night, Altare sings to himself. It helps to stave off some of the loneliness that creeps in at night, and it connects him to a past he can no longer clearly recall. Usually, all who hear him slip into a deep, comfortable sleep. But sometimes, people will report a feeling of paralysis and dread.Coincidentally, all of those reports state the time of the incident as 3 AM.",,,,,,,,,kou_doodlez,mayari marionette,"A relaxed, smiling Altare with his head resting in his palm sings softly to both the sleeping Cultare slime and white dog, against a beautiful night sky."
Uncommon,Uncommon_Sachan_AltaresMyBias.jpg,131,Altare's My Bias,Noble,500,Music,Attack,Ending Fairy,Music 1,100,"Altare’s “ending fairy” poses during his frequent dance practices leave onlookers flustered and stammering. <br><br>Deals 100 damage to all enemies. For every additional Music element used, add 100 to your damage.","When there are lulls in new missions, Altare often browses ElysiumTube to keep up with the trendiest K-Pop trends. One of his biggest wishes is to perform in a 3D live in front of his altventurers, with seamless choreography and a cute wink.<br><br>While he wouldn’t call himself narcissistic, he definitely practices his expressions in the mirror so that the end-of-show cameras can capture peak attractiveness, often a wink to his enamored audience.",Effect,Saranghae,Music 1,,"When Altare says “saranghae”, maximum TSKR is achieved. <br><br>This effect counts as 2 Music elements for any Music-using cards.","Altare is not completely fluent in Korean, but that doesn’t stop him from trying his best to use them in everyday conversation. <br><br>Sometimes he winks at the merchant while saying “saranghae” to get discounts on new FPS games.",,,Sachan,whalerounded,"A close up of Altare dressed in an idol outfit; with an earpiece, microphone, and scattered with confetti. He's in the middle of singing and sweating under the bright lights."
Uncommon,Uncommon_LampuKuroro_FindingYourStar.jpg,132,Finding Your Star,Noble,800,Music,Attack,Vocal Superiority,Music 2,500,"Your unparalleled voice causes 500 emotional damage to all who hear it. If any opposing characters are not KO'd by this, they take 50 damage per turn until death.","You bless the masses by serenading them under the night sky. They hide their tears of joy to keep you from fretting, and despite all of the signs directly in front of your face, their concealment somehow works. Somehow, you are entirely oblivious to the effect you have on your listeners.",Effect,Charm,Music 3,,Enthrall an opposing character. This effect remains until either this character or the taken character dies.,"Although your soft and calm speaking voice is enough to entice the masses, your stellar singing takes it a step further and entirely enthralls them. Should you wish it, those you ensnare would be more than willing to die for you.",,,Lampu Kuroro,Phe,"Our leader Altare dressed in a princely white, gold and blue outfit, microphone in hand. Light blue stars falling into Altare’s right hand as he gazes at us with a kind and warm expression, the hue of the light blue pen lights cheer him on."
Uncommon,Uncommon_Dalurenne_HeroicVerse.jpg,133,Heroic Verse,Noble,450,Music,Attack,Unstoppable Rhyme,Music 3,600,"When the mic comes out, you never know what to expect. Rhyme and flow are on your side. If the enemy can't handle 200 damage each to 3 cards on the field, they can rap for their life! Bring a friend over to judge the rap battle of the century!",,Attack,Diss Track,Music 1,200,"Sad boi music, take a back seat. Altare's pulling out a heavy hitter this time! The enemy crumbles to the tune of 200 damage.","Sad boi music, take a back seat. Altare's pulling out a heavy hitter this time! The enemy crumbles to the tune of 200 damage.",,,Dalurenne, Orion Valiant,"Striking a powerful pose, lyricist Altare is dressed in a navy shirt, black and blue jacket, a fried tempura gold medallion necklace, and a navy backwards cap. Pointing his left fist towards us, we see four rings decorating each of his fingers."
Uncommon,Uncommon_moonestone_OneManBand.jpg,134,One-Man Band,Initiate,080,Music,Effect,Tatakae!,Friendship 1,,"You may play this card as an Asset. Attach this Asset to a Talent you control. If the Talent would take damage, discard this card instead.“Go! You can do it! Tatakae!”","As the leader of the Tempus guild, Altare is willing to step into any role that his guild mates require. Any role. Even if it's supporting them in the most obnoxious way possible. Axel appreciates the marches that he plays in the colosseum, and Vesper always thanks him for the upbeat songs he plays while he works out. Dezmond, well ... just because Dezmond's the one that asked him to wake him up in the mornings doesn't mean that he has to enjoy Altare making enough noise to wake the dead.",Attack,Sforzando,Music 1,20,"As quietly as he can, Altare sneaks up on a sleeping Dezmond. He grins as he takes a deep breath.","Instead of waking up or even opening his eyes, Dezmond shouts, ""WHY ARE YOU DOING THIS?""<br>Altare smiles. ""Because you asked me to?""<br>""WELL, KNOCK IT OFF!""<br>""Not until you're awake!""<br>Dezmond screams loud enough to wake the rest of the guild hall.",,,moonestone,mayari marionette,"Altare is seen handsomely playing several instruments surrounded by shimmers of baby blue light.  A Kazoo in his mouth, guitar in hand, a melodica on top of the guitar, and a drum set attached to his back like a backpack."
Uncommon,Uncommon_Mikan_Trompete.jpg,135,Trompete,Knight,500,Music,Attack,Dissonant und Resonanz,Music 2,200,"Following the energetic trumpet, all cards on the field:<br><br>Follow the cacophony - destroy any enemy’s card with 200 damage.<br><br>Follow the harmony - increase all other cards’ damage the same amount, as long as this card is not destroyed.",,,,,,,,,,Mikan,Frenz,"A child Altare dressed in a white button down shirt, overalls and a sparkly blue bow tie. He has a joyful expression as he plays for us a golden trumpet, confetti and joyous noise are seen coming out of the trumpet."
Rare,Rare_SkylimitArt_MusicForTheSoul.jpg,136,Music For The Soul (A),Initiate,540,Music,Attack,Celebratory Toots,"Zatsu 1, Music 1",129,"Blast that trumpet/kazoo with all your might! It’s time to celebrate! If this attack hits, your allies in battle will be more energized! It’s time to party!","Who doesn’t love some good ol’ music to give thanks or to celebrate? Even just a few toots are enough to boost your moral and determination, or even to make the day just a bit brighter.",Effect,Cheers!,Music 2,,No event can be complete without some music. Let those toots heal your soul from all the darkness dwelling within.<br>Toot! Just like magic!,"Sometimes, an event doesn’t feel complete. There’s something missing, or maybe a bad thing happened to ruin the fun day. What can make it better? Some silly but fun trumpets and kazoo playing!<br><br>For some, that is enough to put a smile back on their face.",,,Skylimit Art,Potato,"Two Altares playing the trumpet and kazoo excitingly surrounded by a shining light blue music score, and a sparkling, rainbow background. The Altare on the right side is excitedly shaking while playing the kazoo."
Rare,Rare_Mordi_PrincipalCello.jpg,137,Principal Cello (A),Knight,260,Music,Attack,A World Where Roses Bloom,"UwU 1, Music 2",100,"Altare holds an impromptu cello concert during a stream. The soothing music converts several doubters to supporters. When this attack hits a Talent, flip a coin. If it lands on heads, take control of the target Talent until the end of your turn.","Altare can't help but laugh nervously. His hands shake as they try to find the notes and apply the right amount of pressure on the bow. He’s nowhere near as good as he was, but maybe, just maybe, his new audience won't mind.",Effect,Canon in D,Friendship 1,,"If another Music Element Talent is attacking, pay the cost to add 10 damage to the attack.","Altare sighs. He loves playing with his quartet, he really does - but did they need to pick the song with the worst cello part ever? He readies himself to play, hoping that he doesn't fall asleep while he repeats the same eight notes.",,,Mordi,mayari marionette,"Altare sitting and playing the cello, his eyes closed and relaxed."
HoloRare,HoloRare_Mil0709_Heartache.jpg,138,Heartache (A),Noble,942,Music,Attack,So this is Heartache?,Music 4,294,"This is emotional damage. You can cry if you want.<br><br>Heartache, what a feeling of pain in the chest. It’s so hard to forget, but you have your guildmates, and also all of us will always support you! ","This is emotional damage. You can cry if you want.<br><br>Altare’s first cover song “Heartache”, so pure and beautiful, his feelings touch our hearts.<br>What a feeling of pain in the chest. We know that it’s so hard to forget but you have your guildmates, and also all of us will always support you! We love you Altare!",,,,,,,,,Mil_0709,BanBan,Altare grabbing his chest and looking like he’s holding back tears. He’s forcing a smile while crying from emotional damage.
HoloRare,HoloRare_yukinayee_SingYourHeartOut.jpg,139,Sing Your Heart Out! (A),Noble,750,Music,Attack,Sing it loud and proud!,Music 2,300,"Altare grabs his microphone with passion, and sings with all his heart. This attack deals more damage based on the amount of cards drawn during the whole game, starting at 300 damage, increasing by 50 for each card, and maxing out at 500 damage.",It looks like Altare is going to bring the power of music to the battlefield! Those other Altares better watch out!,,,,,,,,,yukinayee,Kardboard,An imagery of an angel-like performance blooms as Altare sings his heart out.
Common,Common_Jaesung_AStarHasArrived.jpg,140,A Star Has Arrived,Knight,120,UwU,Effect,Lighting The Way,UwU 2,,"You may play this card as an Asset. Attach this Asset to a Talent you control. While this Asset is equipped, all of the Talent's abilities cost one less Element.<br><br>A leader will always light the way for those that follow him.","Altare had never thought of himself as a light or a hero, much less a leader, but here he was, the leader of Elysium's only adventurer's guild. He thought it would be much harder than it was, but helping others was second nature to him - in no time, he found that the entirety of the guild Tempus (and him especially) were lauded as bringers of light and hope.<br><br>If he and the rest of Tempus were going to become the people's light, he wanted them all to light up the night sky.",Attack,Shooting Star,Game 1,50,"Altare leaps from the star and lands in front of the monster, activating his light armor. Smiling, he draws his gun saber.","The monster's blows bounce off of his light armor as he dodges and weaves around it. A few well-placed slashes, a few bullets finding their marks - and the monster falls. Altare twirls his gun saber before putting it away. All in a day's work for a hero!",,,Jaesung,mayari marionette,Chibi Altare rides along with the clusters of bright stars.
Common,Common_Sc4peGhost_AgeofPeace.jpg,141,Age of Peace,Initiate,250,UwU,Attack,Relentless Optimism,UwU 1,050,"Altare offers an olive branch to the enemy, a sparkle of mercy in his eyes. Inflict 50 psychic damage. <br><br>You think you can escape the Power of Friendship? Think again. ",,Attack,Relentless Pessimism,Horror 1,50,Regis has a moment of weakness. Inflict 50 psychic damage.<br><br>Behind every renowned Guild Leader is a messed up little guy. ,,,,Sc4peGhost,The Cooler Garfield,Acknowledge your past. Chibi Altare and Cultares cheery personality will overshadow Regis' skeptical outlook.
Common,Common_Mowo_AltventureSlimes.jpg,142,Altventure Slimes,Initiate,100,UwU,Attack,Truly Big Love,UwU 2,080,"Beware of these mystical cute blue creatures called Altventurers, as they will glomp Altare in groups to give him a big hug and shower their love to him. It’s super effective!","According to Altare's adventure log, there's a record about a cute-looking, mystical blue creature called the Altventurers. They looked like a slime; round and bouncy, blue colored and tasted like an energy drink! Usually they live on the plains of Elysium, but beware that if they see Altare in sight, they will glomp at him in groups, giving big hugs and shower their love to him. It's super effective!",,,,,,,,,Mowo (ieka95),BanBan,"Chibi Altare is completely surrounded by his friends, the Altventurers, and smiling."
Common,Common_Mew_BeegJourney.jpg,143,Beeg Journey,Initiate,100,UwU,Attack,A Wave Out,"Friendship 2, Game 1",360,"An altventurer and a magmite resolve to escape the aquarium containing them, no matter what! Deal jellyfish stings to your opponent for daring to get in your way. And be sure to travel in 1-hour bursts so the aquarium managers don’t spot and bonk you.","“What are you in for?” asked the magmite, sipping his smuggled copium.<br><br>“Being a fish, probably,” answered the altventurer. “I mean. This is an aquarium.”<br><br>“But captivity’s no way to live. Let’s break outta here, you and me.”<br><br>“Sure,” the alventurer agreed, “but I have one question first. Do you watch movies all the way past the end credits?”<br><br>“Of course,” replied the magmite, surprised. “Why?”<br><br>“No reason,” he said. Then he smiled to himself.<br><br><i>Because even if you do, you’ll never see the stinger coming.</i>",Attack,Deep-Sea Duality,Friendship 1,100,"One little guy malds at an FPS, while the other vibes to cello music…. Deal 100 points of mood whiplash to your opponent.","On the day the aquarium was built, all the little cultare jellies floated to the top of their tank to enjoy a pizza party with Leader!<br><br>Far below, in the depths, the glow of a gaming PC illuminated a purple swarm gathered around it, seething at the screen. This is a saltwater aquarium, indeed….",,,Mew (@chlckenkaarage),Lime 52,Days of comfort are over. A colossal Altventurer shaped as a jellyfish and his Magmite friends head out for a deep sea adventure.
Common,Common_tsu_BlueBucketBabies.jpg,144,Blue Bucket Babies,Initiate,120,UwU,Effect,Double Wail,"Music 1, Horror 1",,"Roll a dice: If it lands on an even number, one of your opponent's character cards is now stunned and cannot attack its next turn. If it lands on an odd number, this card cannot attempt this effect its next turn.",The siblings let out a harmonizing screech that is sure to pierce the eardrums of anyone around; it’s as beautiful as it is agonizing.,,,,,,,,,tsu,Kiing,Chibi Altare started to wail after spending too much time in a contained space next to infant Kobo.
Common,Common_Milk_BuntareinSlimeland.jpg,145,Buntare in Slimeland,Initiate,100,UwU,Effect,Gap Moe!,UwU 1,,"Knowing that he can leave his back to his allies, Altare sleeps peacefully in his bunny onesies. All online cards healed for 25 HP.","Seeing the usually guarded Tempus leader show his vulnerable side is an honor for those who know him, as it is a show of trust. And the Guild Leader doesn’t trust people easily. This fact warms the hearts of those around him.",,,,,,,,,Milk,aprilmayjune,Altare in a bunny costume hugs his big carrot plushie to carrot plushie to sleep. He feels at peace and a group of slimes  pose to protect his belongings.
Common,Common_koudoodlez_ComfortCry.jpg,146,Comfort Cry,Knight,200,UwU,Effect,Lend A Shoulder,UwU 1,,"After activating this effect, your opponent must stop all play and tell you about their worries for until your turn ends.","<i>The ability to cheer one up during times when they’re feeling down is something that Altare excels at, being an older brother. </i>",,,,,,,,,kou_doodlez,Kiing,"Altare will raise your spirits. Kobo finds the same comfort Altare has given us, soothing her during a cry session."
Common,Common_kari_CryingLittleGuy.jpg,147,Crying Little Guy,Initiate,060,UwU,Attack,How Could You?,UwU 1,015,"Flip a coin. If heads, your opponent is damaged 15pts. If tails, your opponent’s defense lowers for the next turn. ","Turn the waterworks on and shed those tears, they’ll feel sorry for what they did to you! So cruel. How dare they…?",Effect,Right in the Feels,,,Change any 1 energy card in your hand into an UwU energy card. Only can be done if damaged.,This is the face of a man moved to the inner depths of his humble emotional core. That thing you just said? Got him right in the heart.,,,kari,Brainy,"He's just a little guy! Chibi Altare is feeling shocked, sad and in despair."
Common,Common_agua_Embolden.jpg,148,Embolden,Knight,900,UwU,Attack,A Meeting In The Guild HQ,Friendship 1,050,"After placing the card on the playfield, increase all other cards’ Damage on your playfield by 4 times this card’s Damage. After that, destroy this card immediately.","Leadership, understanding, clearance and all that jazz,... Altare knows it best, and so do his guildmates. People may have opinions about Altare. However, we know one thing for sure without a single doubt. He is The Leader. A damn talented and respectable Leader, anyone dismissing this is simply delusional at best. May we offer a fine dose of copium from the esteemed alchemist of TEMPUS Guild, so you can awake from such poor delusion.",,,,,,,,,agua (wildjinko),Frenz,"With a map in hand, Altare assembles everyone. Axel itches for adventure while Magni and Vesper awaiting for Altare's decisions."
Common,Common_Jackorein_FreshAltventurer.jpg,149,Fresh Altventurer,Initiate,200,UwU,Attack,Charge!!,Uwu 2,150,Charge ahead with your hero's support. Do 150 damage to the enemy and shield Altare against the next attack. Must be played adjacent to an Altare card.,,Effect,We're In A Pinch!,Friendship 1,,"We can't lose now! When the time comes to fight, swap this card for any Knight card in your deck for no additional cost.",,,,Jackorein,Orion Valiant,A dog shaped Altventurer landed on the grass. It has a circular range protection.
Common,Common_Jackorein_FledglingSlime.jpg,150,Fledgling Slime,Knight,400,UwU,Attack,Flying Into Battle,Uwu 3,300,"Join up with fellow Altventurers to aid Altare in combat. Swoop in with a vengeance and do 300 damage, plus shield Altare from the next attack. Must be played adjacent to an Altare card.",,Effect,Slime Switcheroo,Friendship 2,,"We need more power! When the time comes to fight, swap this card for any Noble card in your deck for no additional cost.",,,,Jackorein,Orion Valiant,A winged dog shaped Altventurer flies in the sky.
Common,Common_Solis_GigaPeepo.jpg,151,Giga Peepo,Initiate,900,UwU,Attack,Big Ol' Slam,UwU 4,100,"This attack may not seem like much early on, but this attack's damage increases by 50 at the end of every turn, topping off at 900. ","What's this? It appears Altare has made his Peepo, his dog, into a giant version of Itself! These foes are in for it now! Look out!!",Effect,A Brief Nap!,UwU 3,,"Peepo takes a nap for two turns, giving himself 30% damage reduction, but losing the ability to do anything until he wakes up. After he wakes up, he heals for 400 health.",,,,Solis,Kardboard,"Giant Peepo backs up a goofy demon Regis. Magni, Axel and Vesper shake like a leaf about their unforeseeable future. "
Common,Common_Sian_HalcyonLights.jpg,152,Halcyon Lights,Initiate,100,UwU,Effect,Lighting the Way,"Zatsu 2, UwU 1",,The fireworks remind you of a wonderful day long gone. But it serves as a boost for you and your allies’ morale. Increases damage dealt by your allies by 25.,"Every time Altare sees fireworks, it reminds him of a wonderful day with his sworn brothers-in-arms. Their boisterous laughters, their antics, and the way they welcomed him and the rest of Tempus with open arms. Altare once again feels grateful and inspired to do his best, whether as a hero or as a member of the Stars family.",,,,,,,,,Siân (BeesinArmour),aprilmayjune,Chibi Altare is looking at fireworks in the sky with starry eyes.
Common,Common_Yuuna_LittleHero.jpg,153,Little Hero,Initiate,200,UwU,Effect,Sidekick,Friendship 2,,"Little Altare calls for help! After all, it’s dangerous to go alone.<br>Pull from the schedule until you find a talent. Once found, add the talent to your hand and return the rest back to the schedule. ","Little Altare dreams of being the hero; saving innocent victims and defeating the bad guy while traveling the wide world. Just like the ones in his storybook. A pure, honest dream for a boy who loves the world.",Attack,Sword of Light,UwU 4,100,Little Altare charges forward to hit the enemy with his very real (cardboard) sword and deal 100 cuteness damage!,One thing that Altare has learned from the stories is that heroes never back down from a fight. They push until they finally reach their goal. The power of good will always defeat evil and light the way.,,,Yuuna,Dholwrites,"Brave little Altare wears a red cape and is equipped with a wooden sword. A journey to the steeped hill dark castle is accompanied by his friends, slime and a dog with a red bandana."
Common,Common_picolas_MarkoftheCultare.jpg,154,Mark of the Cultare,Initiate,100,UwU,Attack,Sparkler Burns,UwU 1,030,"Isn’t the sparkler pretty? Look at it shimmer and sparkle—and then you got too close. Sparks fly and burn the opponent while the card is online, giving burning damage. Add +20 damage every turn that the card is online. ","Sparkly sparklers go boom! Yes, the sparklers are shiny and cute, but they are not to be played with like that! Do you wanna get injured?<b> Yes?</b> Well that’s pretty worrying. Next time, tell Altare to not bring something so dangerous. ",Effect,Just a Little Face,UwU 2,,Cute sparkler has a face?! Its cute face causes the confusion effect until the card is forced offline. ,"Most of us are taught not to play with fire, but what if the fire’s got a face? Look at the cute little face! Isn’t it so mesmerizing?? Maybe the poor thing will make you dizzy…. And there goes the eyes! ",,,picolas,Nyx (CandorArchives),A sparkler lightens up Altare's face with a goofy grin in the middle. It shimmers against darkness.
Common,Common_duokhay_MasterofCanines.jpg,155,Master of Canines,Initiate,150,UwU,Effect,Snuggle Pile,UwU 2,,"This card gains 10 life for every other dog-related card on the field. Yes, this includes cards with Axel.",The best bed you can have is one that barks.,Attack,"Warhounds, Attack!",Friendship 2,10,This attack gains 10 more damage for additional dog related cards in play.,"Soft paws, tiny teeth and doe eyes can destroy more than you think.",,,duokhay,Etherling,"Chibi Altare is seen befriending different types of dogs. The dogs like him back, gathering around him and licking his face."
Common,Common_skycompass_MovieNight.jpg,156,Movie Night,Initiate,150,UwU,Attack,Horror Binge,"Horror 1, UwU 1",190,"Invite your opponent over for a fun movie marathon, then jumpscare them with three horror films in a row! Splatter, slasher, the paranormal… your opponent will take psychological damage from watching it all. And it would be rude to leave, right?","1: Do You Take Your Kimchi with Milk? Horrible things happen to restaurant-goers who try a certain demon lord’s dishes.<br><br>2: Blue Collar. A group of interns at Isekai Inc. get trapped in the office at night, and learn that their nice, low-on-the-pyramid manager has a new plan for raising the numbers this quarter…<br><br>3: The Walk. Our innocent protagonist goes for a late-night stroll and ends up in a liminal space. He can escape if he walks until 4am… but his watch has read 3am for the past five hours.",Effect,Pass the Popcorn!,"Food 1, Friendship 1",,Get comfy on the couch and pass around the perfect movie snack to share with your boys. Heal 10 damage from your active cards.,"There’s nothing quite like snuggling in with a blanket on the couch and listening to the warm hum of a microwave, the <i>pop, pop, pop</i> of popcorn kernels almost ready to eat. That salty, buttery smell would make anyone excited for movie night - and with the boys, even a bad movie is still a good time!",,,skycompass,Lime 52,"An excited Altare in a comfy blanket gets his popcorn ready for a movie while being surrounded by plushies of Dez, Axel, and Vesper."
Common,Common_picolas_NUINUINUI.jpg,157,NUI NUI NUI,Initiate,200,UwU,Effect,Yeet Smol Altare,UwU 2,,"Do you know what the best use of a plush is? Throwing it at people! Unfortunately this nui plush must have some magical effects, stunning the user for three turns. ","Look at this nui plush, isn’t he so cute and cuddly? Maybe…the perfect throw toy? Altare smiled at the thought—besides, if he’s made the Altventurers the equivalent of energy food, then throwing a plush of himself isn’t so bad after all!",Attack,Bonk Bonk,UwU 1,200,"Altare bonks you with the Nui plush, giving 200 damage to its opponent. You’ll never feel the same! ","Another great perk of owning a plush is that it’s a great bonking stick! Maybe it’d have more of an effect if it wasn’t so soft and fluffy, but it at least gives emotional damage, right?",,,picolas,Nyx (CandorArchives),A happy Altare holding up a cute nui plushie of himself in front of a yellow background with action lines.
Common,Common_Michan_PileoPups.jpg,158,Pile o' Pups,Initiate,350,UwU,Effect,Irresistible,UwU 2,,Your opponent is caught off guard by the irresistible cuteness of your puppies. Immobilizes all characters in play on your opponent’s side of the field.,"A pile of puppies is one of the cutest things imaginable, and the sudden sight of it is sure to make anyone’s heart swell with joy. Thankfully, your opponent doesn’t seem to realize this is your goal until it’s far too late for them.",Attack,Sic 'em!,UwU 1,450,"Sic your adorable dogs on your opponent, and enjoy the ensuing bloodbath. Deals 450 points of slashing damage.","As cute as they may be, dogs are still predators. Therefore, they are quite capable of ripping apart an opponent they believe to be a threat to their master. Making an enemy of you was their first and final mistake in this battle.",,,Mi-chan,Phe,"Altare is laying in a grassy field, surrounded by dogs of many breeds and hearts."
Common,Common_SannaC_PowerofAquarius.jpg,159,Power of Aquarius,Initiate,239,UwU,Hidden Ability,Aquarius Trait,,,"During an opponent attack, this card can swap from the branch zone with a card in the active zone and take damage instead. <br><br>An Aquarius is very progressive, original, independent, and humanitarian. They love to help and stand up for people.",,Attack,Starry Magical Jug,UwU 3,200,All cards in the opponent's branch zone take 100 damage. <br><br>This jug can pour out big starry waves which crash into everything.,The Aquarius jug represents the cold season and rivers. This magical jug can pour out a rush of starry waves which crashes into everything.,,,Sanna C.,BanBan,Altare stands in front of a starry background with the constellation of Aquarius in sharp relief. He is holding a water jar  with the water flowing out of the jar and around Altare.
Common,Common_Callisto_PuppyPlayTime.jpg,160,Puppy Play Time!,Initiate,200,UwU,Attack,Snack Time!,"Food 2, UwU 1",050,Search through your discard pile and add one Food Item card into your hand.,"No amount of yelling “Don’t Eat That!!” at this version of Altare will stop him from taking a look at any abandoned food and taking it for himself, it’s Snack Time after all! If you ever see Altare in a dog onesie, make sure you protect your plate!",Attack,Play Time!,UwU 2,120,This move also does 20 damage to the user.,"Just like an energetic puppy, this Altare loves to play! It’s just a shame that, also just like a puppy, he isn’t aware of the damage he does when he goes all out.",,,Callisto (@CallistoA1610) ,AvaAasimar,Altare sleeps sitting up in a pile of pillows while wearing a fuzzy white hoodie. The hood is pulled up and two floppy dog ears are on top of it.
